Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon,Taxon rank,Scientific name and authority,GBIF URL,Division,Growth form,Origin,Endemism,Conservation Status
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Cylindrocystis,,Cylindrocystis ,Genus,"Cylindrocystis Meneghini ex De Bary, 1858",https://www.gbif.org/species/8228519,Chlorophyta,Single cells/colonial,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,,Cylindrospermum ,Genus,"Cylindrospermum Kützing ex Bornet & Flahault, 1886",https://www.gbif.org/species/3219493,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,Cymatopleura,,Cymatopleura ,Genus,"Cymatopleura W.Smith, 1851",https://www.gbif.org/species/7560951,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,Cymatopleura,solea,Cymatopleura solea,Species,Cymatopleura solea (Bréb. & Godey) W.Sm,https://www.gbif.org/species/7711807,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,,Cymbella,Genus,"Cymbella C.A.Agardh, 1830",https://www.gbif.org/species/8210310,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,aspera,Cymbella aspera,Species,Cymbella aspera (Ehrenb.) H.Perag,https://www.gbif.org/species/7629725,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella ,cymbiformis,Cymbella cymbiformis,Species,Cymbella cymbiformis C.Agardh,https://www.gbif.org/species/8391941,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella                     ,kolbei,Cymbella kolbei,Species,"Cymbella kolbei Scheschukova, 1951",https://www.gbif.org/species/5266688,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,neocistula,Cymbella neocistula,Species,"Cymbella neocistula Krammer, 2002",https://www.gbif.org/species/7357451,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,subleptoceros,Cymbella subleptoceros,Species,"Cymbella subleptoceros Krammer, 2002",https://www.gbif.org/species/8281300,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,tumida,Cymbella tumida,Species,Cymbella tumida (Bréb.) Van Heurck,https://www.gbif.org/species/5266821,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,turgidula,Cymbella turgidula,Species,Cymbella turgidula Grunow,https://www.gbif.org/species/5266926,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,naviculiformis,Cymbopleura naviculiformis,Species,"Cymbopleura naviculiformis (Auerswald ex Heiberg) Krammer, 2003",https://www.gbif.org/species/7730938,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Denticula,subtilis,Denticula subtilis,Species,"Denticula subtilis Grunow, 1862",https://www.gbif.org/species/7934374,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Denticula,sundaysensis,Denticula sundaysensis,Species,"Denticula sundaysensis Archibald, 1982",https://www.gbif.org/species/7504872,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Desmococcus ,,Desmococcus,Genus,Desmococcus F.Brand,https://www.gbif.org/species/2639686,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis,confervacea,Diadesmis confervacea,Species,Diadesmis confervacea Kütz,https://www.gbif.org/species/2636382,Bacillariophyta,Colonial,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis,contenta,Diadesmis contenta,Species,Diadesmis contenta (Grunow) D.G.Mann,https://www.gbif.org/species/2636369,Bacillariophyta,Colonial,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Diatoma,,Diatoma ,Genus,"Diatoma J.B.M.Bory de Saint-Vincent, 1824",https://www.gbif.org/species/9419603,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Diatoma,vulgaris,Diatoma vulgaris,Species,"Diatoma vulgaris Bory de Saint-Vincent, 1824",https://www.gbif.org/species/6754458,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix,  ,Dichothrix   ,Genus,"Dichothrix Zanardini ex Bornet & Flahault, 1886",https://www.gbif.org/species/3219616,Cyanophyta,Gelatinous masses,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Chaetopeltidales,Chaetopeltidaceae,Dicranochaete,,Dicranochaete ,Genus,"Dicranochaete Hieronymus, 1890",https://www.gbif.org/species/2639800,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,,Dinobryon,Genus,"Dinobryon Ehrenberg, 1834",https://www.gbif.org/species/3194946,Chrysophyta,Colonial,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,,Diploneis ,Genus,"Diploneis (C.G.Ehrenberg) P.T.Cleve, 1894",https://www.gbif.org/species/8175690,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,elliptica,Diploneis elliptica,Species,Diploneis elliptica (Kützing) Cleve,https://www.gbif.org/species/2632863,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,oblongella,Diploneis oblongella,Species,Diploneis oblongella (Nägeli) R.Ross,https://www.gbif.org/species/8301437,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,subovalis,Diploneis subovalis,Species,Diploneis subovalis Cleve,https://www.gbif.org/species/2633006,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Discostella,pseudostelligera,Discostella pseudostelligera,Species,"Discostella pseudostelligera (Hustedt) Houk & Klee, 2004",https://www.gbif.org/species/5824206,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Discostella,  ,Discostella,Genus,"Discostella Houk & Klee, 2004",https://www.gbif.org/species/5824203,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Discostella,stelligera,Discostella stelligera,Species,"Discostella stelligera (Cleve & Grunow) Houk & Klee, 2004",https://www.gbif.org/species/8152343,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Elakatothrix ,,Elakatothrix  ,Genus,"Elakatothrix Wille, 1898",https://www.gbif.org/species/9314907,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,,Encyonema,Genus,"Encyonema Kütz., 1833",https://www.gbif.org/species/2629414,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,mesianum,Encyonema mesianum,Species,"Encyonema mesianum (Cholnoky) D.G.Mann, 1990",https://www.gbif.org/species/7714259,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,minutum,Encyonema minutum,Species,Encyonema minutum (Hilse ex Rabenh.) D.G.Mann,https://www.gbif.org/species/8254459,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,neogracile,Encyonema neogracile,Species,"Encyonema neogracile Krammer, 1997",https://www.gbif.org/species/8225256,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,silesiacum,Encyonema silesiacum,Species,Encyonema silesiacum (Bleisch ex Rabenh.) D.G.Mann,https://www.gbif.org/species/2629481,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,ventricosum,Encyonema ventricosum,Species,Encyonema ventricosum Kütz,https://www.gbif.org/species/7703691,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis,,Encyonopsis ,Genus,"Encyonopsis K.Krammer, 1997",https://www.gbif.org/species/7906724,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis,leei,Encyonopsis leei,Species,"Encyonopsis leei K.Krammer, 2003",https://www.gbif.org/species/8074297,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis,leei var. sinensis,Encyonopsis leei var. sinensis,Species,"Encyonopsis leei var. sinensis K.Krammer, 2003",https://www.gbif.org/species/7935342,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis,raytonensis,Encyonopsis raytonensis,Species,"Encyonopsis raytonensis (Cholnoky) Krammer, 1997",https://www.gbif.org/species/8419190,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis,subminuta,Encyonopsis subminuta,Species,"Encyonopsis subminuta Krammer & E.Reichardt, 1997",https://www.gbif.org/species/8046002,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Entomoneidaceae,Entomoneis,,Entomoneis ,Genus,"Entomoneis Ehrenberg, 1845",https://www.gbif.org/species/8287685,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Eolimna,,Eolimna ,Genus,"Eolimna H.Lange-Bertalot & W.Schiller, 1997",https://www.gbif.org/species/7638428,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Eolimna,minima,Eolimna minima,Species,Eolimna minima (Grunow) Lange-Bertalot,https://www.gbif.org/species/2636759,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Eolimna,subminuscula,Eolimna subminuscula,Species,"Eolimna subminuscula (Manguin) Gerd Moser, Lange-Bertalot & Metzeltin",https://www.gbif.org/species/8257216,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia,adnata,Epithemia adnata,Species,Epithemia adnata (Kütz.) Bréb.,https://www.gbif.org/species/2637460,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia,sorex,Epithemia sorex,Species,Epithemia sorex Kütz,https://www.gbif.org/species/2637437,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum,,Euastrum ,Genus,"Euastrum Ehrenberg ex Ralfs, 1848",https://www.gbif.org/species/2648413,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,,Euglena,Genus,Euglena,https://www.gbif.org/species/3209628,Euglenophyta,Single cells,Unknown,Unknown,Unknown
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,gracilis,Euglena gracilis,Species,,,Euglenophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,,Eunotia,Genus,"Eunotia C.G.Ehrenberg, 1837",https://www.gbif.org/species/7858056,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,bilunaris,Eunotia bilunaris,Species,Eunotia bilunaris (Ehrenberg) Schaarschmidt,https://www.gbif.org/species/7736710,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,exigua,Eunotia exigua,Species,Eunotia exigua (Bréb.) Rabenh,https://www.gbif.org/species/7747407,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,flexuosa,Eunotia flexuosa,Species,Eunotia flexuosa Bréb. ex Kütz,https://www.gbif.org/species/2631746,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,formica,Eunotia formica,Species,Eunotia formica Ehrenb,https://www.gbif.org/species/8162442,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,incisa,Eunotia incisa,Species,"Eunotia incisa W.Smith ex W.Gregory, 1854",https://www.gbif.org/species/7592298,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,minor,Eunotia minor,Species,"Eunotia minor Fusey, 1964",https://www.gbif.org/species/9611840,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,pectinalis,Eunotia pectinalis,Species,Eunotia pectinalis (O.Müll.) Rabenh,https://www.gbif.org/species/7733184,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,pectinalis var. undulata,Eunotia pectinalis var. undulata,Species,Eunotia pectinalis var. undulata (Ralfs) Rabenh,https://www.gbif.org/species/7501397,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,rhomboidea,Eunotia rhomboidea,Species,"Eunotia rhomboidea Hustedt, 1950",https://www.gbif.org/species/7446537,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Protozoa,Euglenozoa,Euglenoidea,Eutreptiida,Eutreptiaceae,Eutreptiella,,Eutreptiella  ,Genus,"Eutreptiella Cunha, 1914",https://www.gbif.org/species/3210212,Euglenophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,,Fallacia,Genus,"Fallacia A.J.Stickle & D.G.Mann, 1990",https://www.gbif.org/species/2633095,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Stigonemataceae,Fischerella,,Fischerella ,Genus,Fischerella Bornet & Flahault,https://www.gbif.org/species/8190103,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,saprophila,Fistulifera saprophila,Species,Fistulifera saprophila (Lange-Bertalot & Bonik) Lange-Bertalot,https://www.gbif.org/species/8422090,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Fottiella,,Fottiella  ,Genus,"Fottiella Ettl, 1955",https://www.gbif.org/species/4892067,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,,Fragilaria,Genus,"Fragilaria H.C.Lyngbye, 1819",https://www.gbif.org/species/3192257,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,biceps,Fragilaria biceps,Species,"Fragilaria biceps Pantocsek, 1902",https://www.gbif.org/species/9550830,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,capucina,Fragilaria capucina,Species,Fragilaria capucina Desm,https://www.gbif.org/species/8101636,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,capucina var. rumpens,Fragilaria capucina var. rumpens,Species,Fragilaria capucina var. rumpens (Kützing) Lange-Bertalot,https://www.gbif.org/species/3192374,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Licmophorales,Licmophoraceae,Fragilaria,capucina var. vaucheriae,Fragilaria capucina var. vaucheriae,Species,"Fragilaria capucina var. vaucheriae (Kützing) Lange-Bertalot, 1980",https://www.gbif.org/species/3192402,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,crotonensis,Fragilaria crotonensis,Species,Fragilaria crotonensis Kitton,https://www.gbif.org/species/3192403,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,parasitica,Fragilaria parasitica,Species,Fragilaria parasitica (W.Smith) Grunow,https://www.gbif.org/species/2652815,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,parasitica var. constricta,Fragilaria parasitica var. constricta,Species,"Fragilaria parasitica var. constricta A.Mayer, 1912",https://www.gbif.org/species/7480804,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,rumpens,Fragilaria rumpens,Species,"Fragilaria rumpens (Kützing) G.W.F.Carlson, 1913",https://www.gbif.org/species/5824164,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,tenera,Fragilaria tenera,Species,"Fragilaria tenera (W.Smith) Lange-Bertalot, 1980",https://www.gbif.org/species/8598155,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilaria,ulna,Fragilaria ulna,Species,"Fragilaria ulna (Nitzsch) Lange-Bertalot, 1980",https://www.gbif.org/species/3192452,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,,Frustulia,Genus,"Frustulia C.A.Agardh, 1824",https://www.gbif.org/species/8362413,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Frustulia,crassinervia,Frustulia crassinervia,Species,"Frustulia crassinervia (Brébisson) Lange-Bertalot & Krammer, 1996",https://www.gbif.org/species/7359757,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Frustulia,gibba,Frustulia gibba,Species,"Frustulia gibba (Ehrenberg) Jenner, 1845",https://www.gbif.org/species/7630917,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,rostrata,Frustulia rostrata,Species,"Frustulia rostrata Hustedt, 1937",https://www.gbif.org/species/7582086,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,saxonica,Frustulia saxonica,Species,Frustulia saxonica Rabenh.,https://www.gbif.org/species/8377004,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,vulgaris,Frustulia vulgaris,Species,Frustulia vulgaris (Thwaites) De Toni,https://www.gbif.org/species/5268115,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Geissleria,decussis,Geissleria decussis,Species,Geissleria decussis (Østrup) Lange-Bert. & Metzeltin,https://www.gbif.org/species/7836688,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Geminella,,Geminella ,Genus,"Geminella Turpin, 1828",https://www.gbif.org/species/2646236,Chlorophyta,Filamentous,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsa,,Gloeocapsa ,Genus,"Gloeocapsa Kützing, 1843",https://www.gbif.org/species/3217637,Cyanophyta,Gelatinous masses,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Gloeocystis,,Gloeocystis ,Genus,"Gloeocystis Nägeli, 1849",https://www.gbif.org/species/9024050,Chlorophyta,Colonial,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeothece,,Gloeothece ,Genus,"Gloeothece Nägeli, 1849",https://www.gbif.org/species/3216619,Cyanophyta,Gelatinous masses,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,,Gomphonema,Genus,"Gomphonema C.A.Agardh, 1824",https://www.gbif.org/species/7891513,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,acuminatum,Gomphonema acuminatum,Species,Gomphonema acuminatum Ehrenb,https://www.gbif.org/species/8200154,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,affine,Gomphonema affine,Species,Gomphonema affine Kütz,https://www.gbif.org/species/5267151,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,affine gracile,Gomphonema affine gracile,Species,,,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,affine lagenula,Gomphonema affine lagenula,Species,,,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,angustum,Gomphonema angustum,Species,"Gomphonema angustum C.Agardh, 1831",https://www.gbif.org/species/9745274,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,capitatum,Gomphonema capitatum,Species,Gomphonema capitatum Ehrenb.,https://www.gbif.org/species/7369788,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,clavatum,Gomphonema clavatum,Species,Gomphonema clavatum Agardh,https://www.gbif.org/species/9297712,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,exilissimum,Gomphonema exilissimum,Species,,,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,insigne,Gomphonema insigne,Species,Gomphonema insigne W.Greg.,https://gbif.org/species/7559455,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,italicum,Gomphonema italicum,Species,"Gomphonema italicum Kützing, 1844",https://www.gbif.org/species/8104782,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,lagenula,Gomphonema lagenula,Species,Gomphonema lagenula,https://www.gbif.org/species/9569816,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,laticollum,Gomphonema laticollum,Species,"Gomphonema laticollum E.Reichardt, 2001",https://www.gbif.org/species/8174274,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,minutum,Gomphonema minutum,Species,"Gomphonema minutum Fusey, 1953",https://www.gbif.org/species/7707007,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,parvulum,Gomphonema parvulum,Species,Gomphonema parvulum (Kütz.) Kütz.,https://www.gbif.org/species/7972460,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,parvulum var. lagenula,Gomphonema parvulum var. lagenula,Species,Gomphonema parvulum var. lagenula (Kütz.) Freng.,https://www.gbif.org/species/5267116,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,pseudoaugur,Gomphonema pseudoaugur,Species,Gomphonema pseudoaugur Lange-Bert.,https://www.gbif.org/species/7590793,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,pumilum,Gomphonema pumilum,Species,Gomphonema pumilum (Grunow) E.Reichardt & Lange-Bert.,https://www.gbif.org/species/8035252,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
